caregiver_id,name,gender,birth_date,experience_years,certifications,specialties,service_region,has_vehicle,hourly_rate
172,안보람,Female,1979-07-12,3,요양보호사 1급,파킨슨|와상환자|호스피스,SEOUL_EUNPYEONG,True,16300
173,최지영,Female,1979-01-06,13,사회복지사 2급|간호조무사|요양보호사 1급|요양보호사 2급|작업치료사,식사보조|고혈압|당뇨|치매|뇌졸중|암,SEOUL_GANGDONG,True,26300
174,홍은주,Female,1951-02-18,2,요양보호사 2급|재활치료사,파킨슨|인지장애,SEOUL_GURO,True,17900
175,양상철,Male,1959-04-15,5,사회복지사 2급|간호조무사|물리치료사,호스피스|파킨슨|와상환자|중풍,SEOUL_GEUMCHEON,False,17600
176,정혜진,Female,1961-09-19,12,간호조무사|물리치료사|재활치료사|작업치료사,암|척추염|재활|관절염|뇌졸중|인지장애,GYEONGGI_NAMYANGJU,False,25300
177,임지훈,Male,1953-03-23,9,사회복지사 2급|간호조무사|작업치료사|요양보호사 1급,중풍|관절염|식사보조|파킨슨|척추염|뇌졸중,SEOUL_NOWON,False,23200
178,오경희,Female,1964-09-30,9,사회복지사 2급|요양보호사 1급|간호사|물리치료사,식사보조|파킨슨|관절염|재활|와상환자|암,SEOUL_NOWON,True,20900
179,허서연,Female,1978-03-13,5,작업치료사|물리치료사,척추염|당뇨|호스피스|와상환자,SEOUL_DOBONG,False,17700
180,류건우,Male,1952-10-18,3,사회복지사 2급,중풍|골다공증|관절염|식사보조,SEOUL_MAPO,True,16900
181,오용수,Male,1969-02-06,7,작업치료사|재활치료사|요양보호사 2급,골다공증|당뇨|척추염|관절염|호스피스,GYEONGGI_SUWON,False,22600
182,유은주,Female,1964-12-26,12,간호사|요양보호사 1급|작업치료사|재활치료사|간호조무사,관절염|뇌졸중|암|치매|호스피스|중풍,GYEONGGI_SEONGNAM,True,24000
183,류지영,Female,1970-06-13,4,작업치료사|물리치료사|요양보호사 2급,암|호스피스|골다공증,SEOUL_NOWON,True,17100
184,심성호,Male,1950-11-20,15,물리치료사|요양보호사 1급|작업치료사|재활치료사,인지장애|호스피스|치매|당뇨|와상환자|고혈압,SEOUL_JUNG,True,27200
185,권서연,Female,1958-05-15,15,작업치료사|물리치료사|간호사|요양보호사 2급,관절염|와상환자|중풍|뇌졸중|치매|고혈압,GYEONGGI_NAMYANGJU,True,29500
186,정태영,Male,1976-01-20,8,간호사|간호조무사|요양보호사 1급,관절염|고혈압|호스피스|와상환자|뇌졸중,SEOUL_SEONGDONG,True,23000
187,김현우,Male,1958-08-30,11,요양보호사 2급|작업치료사|사회복지사 2급,당뇨|골다공증|중풍|척추염|와상환자|재활,GYEONGGI_UIJEONGBU,True,25000
188,한현수,Male,1978-10-13,6,요양보호사 2급|작업치료사,중풍|재활|뇌졸중|암,GYEONGGI_UIJEONGBU,True,18400
189,강미영,Female,1959-04-12,9,재활치료사|물리치료사|작업치료사|요양보호사 2급,고혈압|재활|식사보조|관절염|치매,SEOUL_GWANGJIN,False,21700
190,서준혁,Male,1987-07-30,9,간호사|작업치료사|간호조무사,척추염|인지장애|치매|암|식사보조|고혈압,GYEONGGI_HANAM,True,21600
191,고현우,Male,1964-03-11,12,사회복지사 2급|물리치료사|간호조무사|작업치료사,고혈압|와상환자|뇌졸중|치매|당뇨|식사보조,SEOUL_GEUMCHEON,True,24600
192,권승현,Male,1950-02-26,12,간호조무사|요양보호사 1급|작업치료사|사회복지사 2급|요양보호사 2급,중풍|재활|뇌졸중|고혈압|암|척추염,GYEONGGI_PYEONGTAEK,True,24400
193,허영자,Female,1963-07-08,14,간호사|재활치료사|요양보호사 2급|물리치료사,당뇨|인지장애|관절염|호스피스|척추염|뇌졸중,SEOUL_DOBONG,True,26000
194,홍동현,Male,1973-04-12,2,간호조무사,치매|호스피스,SEOUL_EUNPYEONG,True,17600
195,이용수,Male,1966-12-14,5,작업치료사|요양보호사 2급|사회복지사 2급,파킨슨|뇌졸중|척추염|중풍,SEOUL_NOWON,True,18400
196,홍정은,Female,1978-06-30,11,재활치료사|요양보호사 2급|사회복지사 2급|작업치료사,재활|와상환자|고혈압|척추염|당뇨,SEOUL_JONGNO,True,23900
197,임현우,Male,1986-11-19,7,요양보호사 1급|물리치료사|사회복지사 2급,중풍|암|파킨슨|고혈압,SEOUL_GWANAK,False,22700
198,남소영,Female,1970-10-12,5,요양보호사 2급|작업치료사|물리치료사,뇌졸중|호스피스|재활,SEOUL_NOWON,True,21300
199,박민정,Female,1970-10-22,5,요양보호사 2급|요양보호사 1급,와상환자|파킨슨|식사보조,SEOUL_GWANGJIN,False,19000
200,손기철,Male,1975-09-05,10,간호조무사|간호사|요양보호사 2급,호스피스|와상환자|치매|고혈압|암,SEOUL_GURO,False,22800
201,신기철,Male,1970-08-28,6,재활치료사|물리치료사|요양보호사 1급,중풍|골다공증|재활|식사보조|파킨슨,SEOUL_SEOCHO,True,20200
202,유미영,Female,1965-04-19,7,요양보호사 1급|요양보호사 2급,치매|식사보조|당뇨|골다공증,SEOUL_SEONGBUK,False,19700
203,서민수,Male,1969-06-09,10,재활치료사|작업치료사|물리치료사,골다공증|치매|인지장애|암|당뇨|식사보조,SEOUL_SONGPA,False,25200
204,박태영,Male,1953-06-18,8,간호사|물리치료사|요양보호사 2급|작업치료사,인지장애|재활|와상환자|식사보조,SEOUL_JUNGNANG,False,22100
205,홍용수,Male,1980-10-21,10,물리치료사|요양보호사 2급|요양보호사 1급,치매|파킨슨|식사보조|인지장애|중풍,SEOUL_NOWON,False,24800
206,한영희,Female,1979-08-25,5,물리치료사|간호조무사,암|골다공증|관절염,SEOUL_DONGJAK,True,19800
207,허미선,Female,1972-05-28,11,요양보호사 1급|작업치료사|요양보호사 2급|사회복지사 2급,식사보조|파킨슨|관절염|당뇨|척추염,SEOUL_NOWON,True,25500
208,신민수,Male,1972-07-09,14,요양보호사 1급|간호조무사|사회복지사 2급|물리치료사|요양보호사 2급,뇌졸중|재활|인지장애|암|당뇨|치매,GYEONGGI_HWASEONG,False,25800
209,안준호,Male,1950-07-15,6,요양보호사 1급|간호사|요양보호사 2급,파킨슨|관절염|치매|골다공증,SEOUL_DOBONG,True,22000
210,홍민수,Male,1977-06-22,6,재활치료사|사회복지사 2급,치매|암|골다공증|식사보조,SEOUL_SEONGBUK,False,21800
211,최성민,Male,1972-06-08,14,작업치료사|간호사|사회복지사 2급|요양보호사 1급|간호조무사,뇌졸중|암|인지장애|치매|재활|관절염,SEOUL_SEODAEMUN,False,26800
212,강소영,Female,1962-04-05,10,요양보호사 1급|요양보호사 2급|재활치료사|사회복지사 2급,인지장애|고혈압|치매|골다공증|척추염,SEOUL_SONGPA,False,23100
213,오상철,Male,1959-05-05,9,재활치료사|간호조무사|작업치료사,파킨슨|중풍|척추염|뇌졸중|재활|암,SEOUL_GANGDONG,True,24400
214,송건우,Male,1953-07-18,9,간호조무사|재활치료사|간호사|물리치료사,관절염|인지장애|고혈압|와상환자|척추염,SEOUL_SEONGBUK,True,22000
215,문보람,Female,1969-04-06,10,요양보호사 2급|간호조무사|재활치료사|물리치료사,호스피스|고혈압|재활|당뇨|관절염|중풍,SEOUL_GANGBUK,True,22200
216,정도윤,Male,1988-05-13,7,간호사|간호조무사,식사보조|골다공증|치매|인지장애|중풍,GYEONGGI_UIJEONGBU,True,22400
217,김시우,Male,1978-10-04,7,작업치료사|간호조무사,골다공증|고혈압|와상환자|당뇨|인지장애,SEOUL_GWANAK,False,21500
218,서건우,Male,1979-07-18,4,요양보호사 2급|간호사|간호조무사,중풍|고혈압|와상환자,SEOUL_YONGSAN,False,19100
219,김영자,Female,1957-05-08,4,간호조무사|재활치료사|작업치료사,뇌졸중|치매|인지장애,GYEONGGI_ANYANG,False,19400
220,안숙자,Female,1953-09-23,8,작업치료사|요양보호사 2급|간호사|사회복지사 2급,재활|파킨슨|와상환자|중풍,SEOUL_DOBONG,False,22800
221,고정우,Male,1973-04-16,8,물리치료사|사회복지사 2급|재활치료사,관절염|재활|인지장애|중풍,SEOUL_DONGJAK,True,21800
222,손도윤,Male,1975-05-12,8,간호사|간호조무사|재활치료사|작업치료사,치매|와상환자|재활|척추염,SEOUL_SEOCHO,False,21100
223,장숙자,Female,1976-07-01,13,물리치료사|사회복지사 2급|요양보호사 1급|요양보호사 2급,척추염|호스피스|암|골다공증|뇌졸중|재활,GYEONGGI_GWANGMYEONG,True,25000
224,박준호,Male,1985-06-23,10,작업치료사|간호사|요양보호사 2급|간호조무사,파킨슨|뇌졸중|호스피스|관절염|치매,DAEGU_DALSEO,True,22900
225,손지현,Female,1973-05-09,11,물리치료사|간호사|요양보호사 1급,뇌졸중|파킨슨|고혈압|척추염|암,GYEONGGI_BUCHEON,True,24200
226,장은주,Female,1975-09-01,5,요양보호사 2급|물리치료사,척추염|고혈압|재활|식사보조,SEOUL_YANGCHEON,False,21000
227,김정숙,Female,1959-02-28,4,작업치료사|재활치료사,당뇨|관절염|치매,SEOUL_SEONGBUK,True,19500
228,최정숙,Female,1950-04-08,6,요양보호사 1급|물리치료사,재활|식사보조|인지장애|와상환자,SEOUL_GANGNAM,True,22200
229,이상철,Male,1953-10-01,7,물리치료사|간호사|사회복지사 2급,암|뇌졸중|호스피스|인지장애|골다공증,SEOUL_YANGCHEON,False,22300
230,권현수,Male,1957-03-10,5,요양보호사 2급|재활치료사|물리치료사,중풍|재활|식사보조|인지장애,SEOUL_YANGCHEON,False,21200
231,김민정,Female,1986-09-30,12,재활치료사|요양보호사 2급|작업치료사|요양보호사 1급,식사보조|고혈압|암|뇌졸중|당뇨|척추염,GYEONGGI_HWASEONG,False,25500
232,권현우,Male,1967-09-10,6,물리치료사|사회복지사 2급|요양보호사 1급,당뇨|관절염|골다공증|인지장애,SEOUL_JUNGNANG,True,21700
233,김정우,Male,1971-02-05,4,재활치료사|요양보호사 1급|작업치료사,와상환자|중풍|뇌졸중|치매,SEOUL_EUNPYEONG,True,17500
234,박영호,Male,1981-11-15,14,간호사|요양보호사 1급|요양보호사 2급|물리치료사,식사보조|척추염|관절염|뇌졸중|재활|중풍,SEOUL_JUNGNANG,True,28500
235,조용수,Male,1987-09-21,15,간호조무사|간호사|물리치료사|요양보호사 1급|작업치료사,파킨슨|재활|호스피스|척추염|중풍|인지장애,SEOUL_DONGDAEMUN,False,28800
236,권경희,Female,1976-05-02,3,간호사,와상환자|당뇨|관절염,GYEONGGI_GOYANG,True,16600
237,고동현,Male,1966-03-17,12,요양보호사 1급|요양보호사 2급|재활치료사|물리치료사,고혈압|와상환자|호스피스|파킨슨|뇌졸중|중풍,SEOUL_GANGNAM,False,23700
238,권건우,Male,1976-12-03,15,간호사|요양보호사 1급|물리치료사|요양보호사 2급|작업치료사,관절염|인지장애|재활|당뇨|골다공증|식사보조,SEOUL_GEUMCHEON,True,26400
239,남혜진,Female,1989-11-07,8,요양보호사 1급|작업치료사|간호조무사,중풍|고혈압|암|당뇨|재활,SEOUL_GWANAK,True,23200
240,배순자,Female,1953-07-13,8,요양보호사 2급|요양보호사 1급|재활치료사|사회복지사 2급,고혈압|중풍|와상환자|식사보조|당뇨,SEOUL_GANGNAM,False,20800
241,서현정,Female,1970-07-14,4,간호사|요양보호사 2급,골다공증|재활|파킨슨,SEOUL_GANGNAM,True,17400
242,백건우,Male,1951-10-29,13,요양보호사 2급|간호사|사회복지사 2급|작업치료사,뇌졸중|호스피스|당뇨|중풍|암|재활,SEOUL_GANGSEO,True,24500
243,정도윤,Male,1980-07-14,10,요양보호사 1급|작업치료사|사회복지사 2급|요양보호사 2급,당뇨|고혈압|재활|중풍|호스피스,INCHEON_YEONSU,True,25400
244,고민수,Male,1964-12-13,4,요양보호사 1급|작업치료사,중풍|뇌졸중|당뇨|암,SEOUL_NOWON,True,17700
245,신동현,Male,1954-11-26,9,재활치료사|작업치료사|간호사|요양보호사 1급,고혈압|와상환자|당뇨|관절염|치매,SEOUL_DOBONG,True,21900
246,박지현,Female,1983-06-09,11,요양보호사 2급|사회복지사 2급|간호조무사,재활|치매|당뇨|호스피스|뇌졸중|관절염,SEOUL_JUNG,True,25200
247,안준혁,Male,1957-10-07,13,작업치료사|간호조무사|간호사|물리치료사,암|치매|인지장애|당뇨|와상환자|파킨슨,SEOUL_JUNGNANG,True,25900
248,유성민,Male,1976-02-22,9,간호조무사|재활치료사|요양보호사 1급|작업치료사,암|인지장애|와상환자|뇌졸중|파킨슨,GWANGJU_SEOGU,True,21300
249,신유진,Female,1957-01-22,10,물리치료사|요양보호사 2급|요양보호사 1급,척추염|호스피스|중풍|관절염|식사보조,SEOUL_SEONGBUK,False,22900
250,임혜진,Female,1952-09-19,3,사회복지사 2급|재활치료사,암|호스피스|치매|뇌졸중,SEOUL_EUNPYEONG,True,17300
251,정혜진,Female,1970-07-08,3,간호조무사,인지장애|치매|당뇨,SEOUL_GANGNAM,False,18300
252,황영자,Female,1964-09-16,3,물리치료사,골다공증|치매|고혈압,SEOUL_GANGSEO,False,19700
253,김상철,Male,1960-09-28,14,재활치료사|간호조무사|작업치료사|요양보호사 1급,골다공증|치매|뇌졸중|식사보조|관절염|인지장애,SEOUL_JONGNO,True,26000
254,홍민정,Female,1950-01-17,9,재활치료사|작업치료사|간호사,관절염|고혈압|중풍|파킨슨|당뇨,SEOUL_GWANAK,True,23200
255,허유진,Female,1973-08-22,9,요양보호사 2급|재활치료사|작업치료사|사회복지사 2급,호스피스|파킨슨|암|뇌졸중|고혈압|식사보조,GYEONGGI_UIJEONGBU,True,21300
256,허현우,Male,1983-06-27,13,물리치료사|사회복지사 2급|요양보호사 2급|재활치료사|간호사,중풍|뇌졸중|고혈압|암|관절염|파킨슨,SEOUL_JUNG,False,24100
257,장태영,Male,1973-07-17,10,물리치료사|사회복지사 2급|요양보호사 2급,골다공증|와상환자|식사보조|중풍|치매|인지장애,SEOUL_GEUMCHEON,True,24600
258,강미영,Female,1956-05-17,9,요양보호사 1급|간호사|간호조무사|요양보호사 2급,뇌졸중|당뇨|파킨슨|와상환자|골다공증,GWANGJU_SEOGU,False,22200
259,유은주,Female,1976-06-03,6,간호조무사|간호사,재활|호스피스|뇌졸중|관절염,SEOUL_GANGNAM,False,19600
260,허정희,Female,1952-01-02,9,작업치료사|간호사|사회복지사 2급|재활치료사,골다공증|뇌졸중|인지장애|중풍|척추염|관절염,SEOUL_YEONGDEUNGPO,True,21600
261,정정희,Female,1971-03-18,10,물리치료사|요양보호사 1급|작업치료사,중풍|뇌졸중|와상환자|척추염|골다공증,SEOUL_JONGNO,True,22800
262,최순자,Female,1972-02-26,14,요양보호사 1급|요양보호사 2급|재활치료사|작업치료사|물리치료사,인지장애|암|치매|골다공증|척추염|호스피스,SEOUL_YONGSAN,True,27800
263,허유진,Female,1979-05-15,4,작업치료사|요양보호사 2급|물리치료사,관절염|재활|인지장애,SEOUL_SEONGBUK,True,17100
264,오지영,Female,1965-05-31,6,재활치료사|간호조무사,파킨슨|식사보조|인지장애|뇌졸중,SEOUL_YEONGDEUNGPO,False,21700
265,홍정우,Male,1953-02-04,13,재활치료사|간호사|간호조무사|작업치료사,인지장애|당뇨|파킨슨|골다공증|고혈압|암,SEOUL_MAPO,False,25800
266,손미숙,Female,1985-07-08,10,요양보호사 2급|사회복지사 2급|간호사|물리치료사,인지장애|뇌졸중|고혈압|호스피스|재활,SEOUL_GANGSEO,True,21900
267,장수진,Female,1952-10-07,11,작업치료사|사회복지사 2급|재활치료사|물리치료사,파킨슨|관절염|암|뇌졸중|골다공증|인지장애,SEOUL_SEONGBUK,False,22800
268,배민정,Female,1987-01-29,10,간호조무사|사회복지사 2급|물리치료사,뇌졸중|암|재활|호스피스|인지장애|식사보조,SEOUL_GURO,False,24200
269,양재호,Male,1964-10-09,12,요양보호사 2급|사회복지사 2급|간호사|간호조무사|작업치료사,파킨슨|치매|척추염|뇌졸중|관절염|암,SEOUL_GEUMCHEON,False,26700
270,임은주,Female,1966-06-05,9,간호조무사|물리치료사|요양보호사 1급|사회복지사 2급,파킨슨|재활|고혈압|척추염|식사보조|당뇨,SEOUL_YEONGDEUNGPO,True,23800
271,윤건우,Male,1970-06-01,12,작업치료사|사회복지사 2급|요양보호사 1급|간호사,당뇨|고혈압|골다공증|치매|식사보조|중풍,SEOUL_DONGDAEMUN,False,24100
272,류상철,Male,1984-10-03,15,요양보호사 1급|사회복지사 2급|작업치료사|간호사|물리치료사,치매|와상환자|파킨슨|재활|골다공증|당뇨,SEOUL_DONGDAEMUN,False,27000
273,유정숙,Female,1975-07-05,4,작업치료사|요양보호사 2급|물리치료사,당뇨|고혈압|중풍|파킨슨,SEOUL_SEOCHO,True,19300
274,임준혁,Male,1977-04-18,7,물리치료사|요양보호사 1급|재활치료사,고혈압|중풍|당뇨|인지장애|식사보조,SEOUL_JONGNO,False,22500
275,고승현,Male,1977-02-24,15,요양보호사 1급|작업치료사|간호사|물리치료사,재활|파킨슨|중풍|식사보조|척추염|암,SEOUL_JUNGNANG,False,29300
276,홍정호,Male,1986-07-23,14,간호사|사회복지사 2급|간호조무사|요양보호사 1급|요양보호사 2급,암|척추염|골다공증|식사보조|뇌졸중|호스피스,GYEONGGI_YONGIN,False,27500
277,송미숙,Female,1963-03-22,9,간호사|작업치료사|요양보호사 1급|요양보호사 2급,암|뇌졸중|치매|골다공증|와상환자,GYEONGGI_NAMYANGJU,True,23400
278,황정숙,Female,1955-03-12,8,사회복지사 2급|요양보호사 1급|물리치료사,관절염|식사보조|재활|골다공증,SEOUL_GURO,True,20900
279,신숙자,Female,1973-10-12,6,간호사|요양보호사 2급,인지장애|뇌졸중|중풍|암,GYEONGGI_SUWON,True,20100
280,손민재,Male,1984-09-02,5,작업치료사|간호사|간호조무사,식사보조|재활|치매,SEOUL_GWANGJIN,True,20900
281,조재호,Male,1958-06-15,12,사회복지사 2급|간호사|재활치료사|작업치료사,골다공증|고혈압|암|호스피스|인지장애|중풍,SEOUL_EUNPYEONG,False,24300
282,한기철,Male,1961-04-04,9,간호사|재활치료사|요양보호사 1급|요양보호사 2급,관절염|인지장애|당뇨|고혈압|재활|골다공증,SEOUL_GANGDONG,True,23700
283,안소영,Female,1985-06-19,8,요양보호사 1급|사회복지사 2급|요양보호사 2급,당뇨|재활|인지장애|호스피스|뇌졸중,SEOUL_EUNPYEONG,True,20900
284,송건우,Male,1959-04-12,10,간호사|간호조무사|요양보호사 2급,골다공증|고혈압|재활|중풍|치매|식사보조,SEOUL_GANGBUK,True,25300
285,윤소영,Female,1952-02-18,15,물리치료사|요양보호사 2급|요양보호사 1급|간호조무사|간호사,치매|와상환자|관절염|고혈압|파킨슨|식사보조,SEOUL_JUNG,True,26000
286,류민재,Male,1982-03-21,13,사회복지사 2급|재활치료사|요양보호사 2급|간호사|작업치료사,암|골다공증|중풍|재활|파킨슨|호스피스,DAEGU_JUNG,False,25400
287,오시우,Male,1959-04-30,13,간호사|작업치료사|물리치료사|간호조무사|요양보호사 1급,관절염|치매|척추염|당뇨|중풍|파킨슨,GYEONGGI_GIMPO,True,27600
288,안태영,Male,1982-11-04,3,간호조무사|물리치료사,재활|뇌졸중|암,SEOUL_EUNPYEONG,False,16600
289,황영자,Female,1955-01-30,6,물리치료사|간호조무사|재활치료사,관절염|당뇨|고혈압|뇌졸중|척추염,SEOUL_GANGDONG,False,21300
290,권현정,Female,1983-03-10,2,물리치료사|요양보호사 2급,고혈압|인지장애|파킨슨,SEOUL_GANGDONG,False,15300
291,신민수,Male,1951-02-27,3,사회복지사 2급|물리치료사,관절염|호스피스|재활,DAEGU_SUSEONG,True,16600
292,한영호,Male,1980-06-20,6,요양보호사 2급|사회복지사 2급,파킨슨|식사보조|암|재활|척추염,SEOUL_SEODAEMUN,False,18300
293,조미숙,Female,1982-02-13,10,간호사|요양보호사 1급|사회복지사 2급,뇌졸중|중풍|호스피스|고혈압|인지장애|치매,SEOUL_GANGBUK,False,25000
294,남지영,Female,1953-10-05,2,요양보호사 2급|간호사,관절염|중풍|파킨슨,SEOUL_JUNG,False,16900
295,고민정,Female,1969-12-03,12,요양보호사 2급|요양보호사 1급|물리치료사|간호조무사|사회복지사 2급,식사보조|골다공증|와상환자|뇌졸중|파킨슨|관절염,SEOUL_JONGNO,True,25700
296,안미선,Female,1964-10-01,4,물리치료사|재활치료사|요양보호사 1급,골다공증|치매|관절염,SEOUL_GURO,False,17100
297,양명희,Female,1977-01-26,15,요양보호사 1급|재활치료사|작업치료사|사회복지사 2급,호스피스|뇌졸중|고혈압|치매|인지장애|골다공증,SEOUL_GWANGJIN,False,29100
298,권현수,Male,1972-03-15,9,간호사|물리치료사|요양보호사 1급,고혈압|인지장애|치매|뇌졸중|식사보조,GYEONGGI_GIMPO,False,22700
299,박현우,Male,1965-08-01,15,사회복지사 2급|간호사|요양보호사 1급|요양보호사 2급,식사보조|뇌졸중|골다공증|중풍|고혈압|관절염,SEOUL_YEONGDEUNGPO,False,26300
300,허상철,Male,1956-08-13,7,재활치료사|사회복지사 2급|요양보호사 1급,재활|중풍|척추염|암|골다공증,SEOUL_GWANAK,True,22500
301,송정숙,Female,1968-11-03,15,요양보호사 1급|사회복지사 2급|간호사|작업치료사|물리치료사,와상환자|치매|관절염|척추염|고혈압|재활,SEOUL_JUNGNANG,False,26800
302,홍소영,Female,1973-08-31,3,사회복지사 2급|물리치료사,재활|식사보조|당뇨,SEOUL_YANGCHEON,False,19700
303,홍태영,Male,1950-12-10,9,간호조무사|물리치료사|요양보호사 2급|재활치료사,식사보조|파킨슨|뇌졸중|호스피스|중풍,SEOUL_SONGPA,True,21300
304,송정호,Male,1976-01-16,3,요양보호사 2급,고혈압|인지장애|재활|중풍,SEOUL_SONGPA,False,16400
305,홍시우,Male,1952-06-28,4,재활치료사|간호사,척추염|호스피스|인지장애|골다공증,GYEONGGI_NAMYANGJU,True,19900
306,최준호,Male,1975-04-13,5,간호조무사|작업치료사|재활치료사,호스피스|관절염|파킨슨|와상환자,SEOUL_NOWON,False,21100
307,백경희,Female,1966-08-11,11,요양보호사 2급|간호조무사|간호사,당뇨|식사보조|척추염|중풍|뇌졸중|관절염,SEOUL_GANGNAM,True,24000
308,남유진,Female,1960-06-24,10,작업치료사|사회복지사 2급|요양보호사 2급|간호사,고혈압|호스피스|치매|식사보조|와상환자,SEOUL_GURO,True,22100
309,양민준,Male,1973-12-26,9,간호사|사회복지사 2급|작업치료사,골다공증|관절염|재활|호스피스|식사보조,SEOUL_JUNGNANG,False,22500
310,안지훈,Male,1973-06-09,3,물리치료사,인지장애|관절염|척추염,SEOUL_GANGBUK,True,17200
311,이건우,Male,1983-08-22,4,요양보호사 2급|작업치료사|요양보호사 1급,암|식사보조|관절염|당뇨,SEOUL_GEUMCHEON,True,17200
312,한준혁,Male,1984-10-01,10,물리치료사|간호조무사|작업치료사|재활치료사,와상환자|고혈압|관절염|골다공증|중풍,DAEGU_JUNG,True,21900
313,황건우,Male,1959-11-27,8,사회복지사 2급|재활치료사|요양보호사 1급|간호조무사,재활|관절염|척추염|고혈압|암,SEOUL_EUNPYEONG,False,22300
314,류현우,Male,1989-08-04,15,재활치료사|사회복지사 2급|요양보호사 1급|요양보호사 2급,골다공증|인지장애|재활|고혈압|척추염|식사보조,SEOUL_JUNG,True,27000
315,손태영,Male,1959-03-26,7,간호조무사|간호사,치매|암|척추염|중풍|뇌졸중,SEOUL_JUNGNANG,True,22500
316,고혜진,Female,1955-04-10,6,재활치료사|간호조무사|사회복지사 2급,척추염|와상환자|재활|뇌졸중|골다공증,SEOUL_GANGDONG,False,20400
317,배미영,Female,1954-10-28,12,요양보호사 2급|간호사|재활치료사|요양보호사 1급|간호조무사,식사보조|관절염|인지장애|중풍|재활|척추염,SEOUL_GANGDONG,True,25500
318,안지훈,Male,1960-12-23,11,간호사|물리치료사|요양보호사 1급|사회복지사 2급,당뇨|고혈압|뇌졸중|척추염|치매,SEOUL_SEONGBUK,False,25800
319,이현우,Male,1986-05-08,7,간호사|작업치료사|요양보호사 2급,재활|당뇨|뇌졸중|치매,SEOUL_GANGDONG,False,22000
320,류경희,Female,1987-11-25,2,요양보호사 1급,중풍|호스피스,SEOUL_SEONGBUK,False,17500
321,류미선,Female,1954-06-23,11,물리치료사|재활치료사|간호사,중풍|호스피스|관절염|식사보조|뇌졸중,GYEONGGI_HWASEONG,False,23500
322,이태영,Male,1979-03-04,13,간호사|물리치료사|사회복지사 2급|요양보호사 1급,척추염|파킨슨|재활|암|식사보조|뇌졸중,SEOUL_SEONGBUK,False,23900
323,백지훈,Male,1973-06-18,14,물리치료사|요양보호사 1급|사회복지사 2급|간호사,와상환자|관절염|암|고혈압|중풍|재활,SEOUL_DOBONG,False,26800
324,양소영,Female,1976-04-30,12,요양보호사 1급|작업치료사|요양보호사 2급|재활치료사|사회복지사 2급,골다공증|치매|식사보조|뇌졸중|고혈압|관절염,SEOUL_GANGSEO,False,26800
325,김숙자,Female,1973-01-07,8,요양보호사 1급|재활치료사|사회복지사 2급,골다공증|중풍|파킨슨|치매|척추염,DAEJEON_YUSEONG,False,22900
326,안태영,Male,1979-10-03,12,재활치료사|작업치료사|간호사|물리치료사|요양보호사 2급,중풍|척추염|식사보조|고혈압|인지장애|암,SEOUL_SONGPA,True,25400
327,안정우,Male,1971-07-01,2,간호조무사,골다공증|재활|중풍,SEOUL_JONGNO,False,18700
328,황현정,Female,1985-08-29,4,작업치료사|사회복지사 2급,암|인지장애|식사보조|관절염,SEOUL_JUNGNANG,True,18600
329,고하나,Female,1965-04-18,11,요양보호사 2급|물리치료사|요양보호사 1급|재활치료사,인지장애|중풍|척추염|뇌졸중|당뇨|암,SEOUL_JUNG,True,22600
330,홍시우,Male,1984-05-25,11,사회복지사 2급|요양보호사 1급|재활치료사|요양보호사 2급,척추염|치매|당뇨|관절염|중풍|인지장애,GYEONGGI_BUCHEON,False,25500
331,백혜진,Female,1973-07-15,5,간호사|간호조무사,호스피스|뇌졸중|치매,SEOUL_GANGBUK,True,21300
332,권상철,Male,1969-05-11,11,간호사|요양보호사 1급|물리치료사|사회복지사 2급,척추염|재활|호스피스|식사보조|골다공증,SEOUL_GEUMCHEON,False,22300
333,안숙자,Female,1950-04-14,11,요양보호사 1급|물리치료사|작업치료사,재활|호스피스|중풍|골다공증|뇌졸중,SEOUL_MAPO,False,24900
334,오영희,Female,1964-12-28,11,작업치료사|간호조무사|물리치료사|재활치료사,뇌졸중|파킨슨|암|재활|당뇨,SEOUL_SEODAEMUN,True,23500
335,양현수,Male,1988-07-07,5,사회복지사 2급|간호사,당뇨|중풍|식사보조,GYEONGGI_NAMYANGJU,False,19400
336,윤수진,Female,1975-09-18,8,재활치료사|요양보호사 2급|요양보호사 1급,와상환자|중풍|파킨슨|재활,GYEONGGI_HWASEONG,False,20800
337,남숙자,Female,1972-02-07,9,사회복지사 2급|작업치료사|물리치료사|간호조무사,치매|중풍|척추염|암|뇌졸중,SEOUL_GANGBUK,True,21600
338,강준혁,Male,1966-08-15,4,요양보호사 2급|간호조무사|재활치료사,파킨슨|중풍|당뇨|호스피스,GYEONGGI_GOYANG,False,19400
339,조승현,Male,1953-11-08,5,작업치료사|간호조무사|물리치료사,식사보조|중풍|치매|재활,SEOUL_GWANAK,False,19900
340,안민준,Male,1963-10-22,6,재활치료사|간호사,뇌졸중|관절염|고혈압|식사보조,SEOUL_SEOCHO,False,21400
341,허민준,Male,1959-04-10,15,사회복지사 2급|요양보호사 2급|재활치료사|간호사,중풍|암|고혈압|호스피스|재활|뇌졸중,SEOUL_GEUMCHEON,False,29300
342,오태영,Male,1951-12-14,4,요양보호사 1급|사회복지사 2급,고혈압|파킨슨|척추염|골다공증,SEOUL_SEOCHO,False,18400
343,조은주,Female,1955-10-27,7,물리치료사|요양보호사 2급,인지장애|골다공증|당뇨|치매,SEOUL_SEONGBUK,True,21300
